Area,Price,BHK_Count,Rate per sqft,Status,Property Type,Locality,Builder Name,RERA Approval,,Socity,Company Name,Flat Type
1980,24500000,3,12373,Ready to move,3 BHK Independent Floor,Sushant Lok,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
2033,25000000,3,12297,Ready to move,3 BHK Independent Floor,Sushant Lok,Homes solution,Not approved by RERA,,Outside Socity,Outside,Plot
3387,65000000,4,19191,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,home,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1100,6800000,2,6181,Ready to move,2 BHK Apartment in Apex Our Homes,Sector 37C,Property In Gurgaon,Not approved by RERA,, Apex Our Homes,Apex,Apartment
1865,15000000,3,8042,Ready to move,3 BHK Apartment in Pareena Express Heights,Sector 99A,properties for sale in Gurgaon,Not approved by RERA,, Pareena Express Heights,Pareena,Apartment
2425,19500000,4,8041,Ready to move,4 BHK Apartment in Pareena Express Heights,Sector 99A,GK Realtors,Not approved by RERA,, Pareena Express Heights,Pareena,Apartment
2000,16500000,3,8250,Ready to move,3 BHK Independent Floor in SS Almeria,Sector 84,Yoga reality,Not approved by RERA,, SS Almeria,SS,Floor
3270,29000000,4,8868,Under Construction,4 BHK Apartment in Vatika Sovereign Next,Sector 82A,Gupta Realtors,Approved by RERA,, Vatika Sovereign Next,Vatika,Apartment
2390,29000000,4,12133,Ready to move,4 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,Gupta Realtors,Not approved by RERA,, Anant Raj Estate Plots,Anant,Floor
2365,43000000,3,18181,Ready to move,3 BHK Apartment in M3M Merlin,Sector 67,Ayuni Direct Realty,Not approved by RERA,, M3M Merl,M3M,Apartment
2122,40500000,3,19085,Under Construction,3 BHK Apartment in Emaar Urban Oasis,Sector 62,Ayuni Direct Realty,Approved by RERA,, Emaar Urban Oasis,Emaar,Apartment
2250,41000000,3,18222,Under Construction,3 BHK Apartment in Puri The Aravallis,Sector 61,Nayra Realtors,Approved by RERA,, Puri The Aravallis,Puri,Apartment
1953,12000000,3,6144,Ready to move,3 BHK Apartment in Raheja Atharva,Sector 109,Keshri Real Tech,Not approved by RERA,, Raheja Atharva,Raheja,Apartment
1450,8000000,2,5517,Ready to move,2 BHK Apartment in Raheja Atharva,Sector 109,ANGEL BRICKS,Not approved by RERA,, Raheja Atharva,Raheja,Apartment
1500,8500000,2,5666,Ready to move,2 BHK Apartment in Raheja Vedaanta,Sector 108,ANGEL BRICKS,Not approved by RERA,, Raheja Vedaanta,Raheja,Apartment
1423,13000000,2,9135,Ready to move,2 BHK Apartment in Indiabulls Centrum Park,Sector 103,Gupta Realtors,Not approved by RERA,, Indiabulls Centrum Park,Indiabulls,Apartment
3400,45000000,4,13235,Ready to move,4 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,Gupta Realtors,Not approved by RERA,, Anant Raj Estate Plots,Anant,Floor
5100,85000000,5,16666,Ready to move,5 BHK Apartment in Ireo Victory Valley,Sector 67,Gupta Realtors,Not approved by RERA,, Ireo Victory Valley,Ireo,Apartment
3660,72000000,4,19672,Under Construction,4 BHK Apartment in Smart Smartworld The Edition,Sector 66,Gupta Realtors,Approved by RERA,, Smart Smartworld The Edition,Smart,Apartment
3100,41500000,4,13387,Under Construction,4 BHK Independent Floor in Reputed Builder Emerald Hills Ivory,Sector 65,Nayra Realtors,Not approved by RERA,, Reputed Builder Emerald Hills Ivory,Reputed,Floor
3250,60000000,4,18461,Ready to move,4 BHK Apartment in Tata Primanti,Sector 72,Keshri Real Tech,Not approved by RERA,, Tata Primanti,Tata,Apartment
2185,41000000,3,18764,Ready to move,3 BHK Apartment in Tata Primanti,Sector 72,Keshri Real Tech,Not approved by RERA,, Tata Primanti,Tata,Apartment
1751,65500000,4,37407,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,home,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1751,65500000,4,37407,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,Property In Gurgaon,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
968,33600000,3,34746,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,properties for sale in Gurgaon,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
968,33600000,3,34746,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,SM Realty,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1109,38400000,3,34625,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,SM Realty,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1109,38400000,3,34625,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,SM Realty,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1091,37800000,3,34678,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,SM Realty,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1091,37800000,3,34678,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,SM Realty,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1002,34700000,3,34665,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,SM Realty,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1002,34700000,3,34665,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,SM Realty,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
2000,26800000,3,13400,Under Construction,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,SM Realty,Approved by RERA,, Trehan Luxury Floors 71,Trehan,Apartment
2000,26800000,3,13400,Under Construction,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,SM Realty,Approved by RERA,, Trehan Luxury Floors 71,Trehan,Apartment
1611,21500000,3,13400,Under Construction,3 BHK Independent Floor in Trehan Luxury Floors 71,Sector 71,SM Realty,Approved by RERA,, Trehan Luxury Floors 71,Trehan,Floor
1611,21500000,3,13400,Under Construction,3 BHK Independent Floor in Trehan Luxury Floors 71,Sector 71,ETHOS PRO REALTORS,Approved by RERA,, Trehan Luxury Floors 71,Trehan,Floor
2300,29900000,4,13000,Ready to move,4 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,ETHOS PRO REALTORS,Not approved by RERA,, Unitown Trehan Luxury Floor 63,Unitown,Apartment
2300,29900000,4,13000,Ready to move,4 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,ETHOS PRO REALTORS,Not approved by RERA,, Unitown Trehan Luxury Floor 63,Unitown,Apartment
1593,20700000,3,13000,Ready to move,3 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,ETHOS PRO REALTORS,Not approved by RERA,, Unitown Trehan Luxury Floor 63,Unitown,Apartment
1593,20700000,3,13000,Ready to move,3 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,ETHOS PRO REALTORS,Not approved by RERA,, Unitown Trehan Luxury Floor 63,Unitown,Apartment
2150,56000000,3,26046,Under Construction,3 BHK Apartment in Silverglades Hightown Residences,Sector 28,ETHOS PRO REALTORS,Approved by RERA,, Silverglades Hightown Residences,Silverglades,Apartment
2050,33000000,3,16097,Ready to move,3 BHK Apartment in Ireo Skyon,Sector 60,ETHOS PRO REALTORS,Not approved by RERA,, Ireo Skyon,Ireo,Apartment
2685,65100000,3,24245,Ready to move,3 BHK Apartment in Suncity Platinum Towers,Sector 28,home,Not approved by RERA,, Suncity Plat,Suncity,Apartment
2800,23000000,4,8214,Ready to move,4 BHK Independent Floor in Ansal Esencia,Sector 67,Property In Gurgaon,Not approved by RERA,, Ansal Esencia,Ansal,Floor
2500,18500000,3,7400,Ready to move,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,properties for sale in Gurgaon,Not approved by RERA,, Reputed Builder Sushant Lok 3,Reputed,Floor
900,6000000,3,6666,Ready to move,3 BHK Apartment in GLS Avenue 51,Sector 92,Ayuni Direct Realty,Not approved by RERA,, GLS Avenue 51,GLS,Apartment
1980,24500000,3,12373,Ready to move,3 BHK Independent Floor,Sushant Lok,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
2033,25000000,3,12297,Ready to move,3 BHK Independent Floor,Sushant Lok,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
2080,25000000,3,12019,Ready to move,3 BHK Independent Floor,Sushant Lok,Yoga reality,Not approved by RERA,,Outside Socity,Outside,Plot
2010,23800000,3,11840,Ready to move,3 BHK Independent Floor,Sushant Lok,Bargainer Propmart,Not approved by RERA,,Outside Socity,Outside,Plot
1700,19500000,3,11470,Ready to move,3 BHK Independent Floor,Sector 41,Bargainer Propmart,Not approved by RERA,,Outside Socity,Outside,Plot
2717,29500000,4,10857,Ready to move,4 BHK Independent Floor,Sushant Lok,Bargainer Propmart,Not approved by RERA,,Outside Socity,Outside,Plot
1800,18900000,3,10500,Ready to move,3 BHK Independent Floor,Sector 41,Bargainer Propmart,Not approved by RERA,,Outside Socity,Outside,Plot
2400,17000000,3,7083,Ready to move,3 BHK Independent Floor,Palam Vihar,Bargainer Propmart,Not approved by RERA,,Outside Socity,Outside,Plot
1545,22500000,2,14563,Ready to move,2 BHK Apartment in Ireo Skyon,Sector 60,Bargainer Propmart,Not approved by RERA,, Ireo Skyon,Ireo,Apartment
2353,18500000,4,7862,Ready to move,4 BHK Apartment in Paras Dews,Sector 106,Bargainer Propmart,Not approved by RERA,, Paras Dews,Paras,Apartment
1665,18000000,3,10810,Ready to move,3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Shree Ganesh Real Estate,Not approved by RERA,, Emaar Gurgaon Greens,Emaar,Apartment
3800,19500000,3,5131,Ready to move,3 BHK Apartment in Central Park Flower Valley,Sector 33 Sohna,Homes solution,Not approved by RERA,, Central Park Flower Valley,Central,Apartment
1283,13000000,2,10132,Ready to move,2 BHK Apartment in Experion The Heartsong,Sector 108,Bhoomi Realtors,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
2600,21000000,4,8076,Ready to move,4 BHK Independent Floor,Sector 49,Bhoomi Realtors,Not approved by RERA,,Outside Socity,Outside,Plot
2600,22000000,4,8461,Ready to move,4 BHK Independent Floor,Sector 47,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
3600,25700000,4,7149,Ready to move,4 BHK Independent Floor,Sector 49,Bhoomi Realtors,Not approved by RERA,,Outside Socity,Outside,Plot
2600,21100000,4,8115,Ready to move,4 BHK Independent Floor,Sector 47,home,Not approved by RERA,,Outside Socity,Outside,Plot
2400,25300000,4,10551,Ready to move,4 BHK Independent Floor in Kibithu Homes,Sector 47,Property In Gurgaon,Not approved by RERA,, Kibithu Homes,Kibithu,Floor
2600,25100000,4,9684,Ready to move,4 BHK Independent Floor,Sector 47,properties for sale in Gurgaon,Not approved by RERA,,Outside Socity,Outside,Plot
2600,21500000,4,8291,Ready to move,4 BHK Independent Floor,Sector 49,Bricksblenders,Not approved by RERA,,Outside Socity,Outside,Plot
4000,45000000,4,11250,Under Construction,4 BHK Independent Floor in Vipul World Floors,Sector 48,Bricksblenders,Approved by RERA,, Vipul World Floors,Vipul,Floor
3500,37500000,4,10714,Ready to move,4 BHK Independent Floor,Sector 63,Bricksblenders,Not approved by RERA,,Outside Socity,Outside,Plot
1700,25000000,3,14705,Ready to move,3 BHK Independent Floor in Devraj Bs 16 Malibu Town,Sector 47,Bricksblenders,Not approved by RERA,, Devraj Bs 16 Malibu Town,Devraj,Floor
1800,23500000,3,13055,Ready to move,3 BHK Independent Floor in Dhara Buildtech South City 2 Floors,Sector 49,Homes solution,Not approved by RERA,, Dhara Buildtech South City 2 Floors,Dhara,Floor
4000,43000000,4,10750,Under Construction,4 BHK Independent Floor in Vipul World Floors,Sector 48,Homes solution,Approved by RERA,, Vipul World Floors,Vipul,Floor
3200,36000000,4,11250,Under Construction,4 BHK Independent Floor in Allure Southcity 2,Sector 49,Homes solution,Not approved by RERA,, Allure Southcity 2,Allure,Floor
2160,25000000,3,11574,Ready to move,3 BHK Independent Floor in Raheja Greenwood City Floors,Sector 45,Homes solution,Not approved by RERA,, Raheja Greenwood City Floors,Raheja,Floor
3050,45700000,3,15000,Ready to move,3 BHK Apartment in Ganga Nandaka,Sector 84,Homes solution,Not approved by RERA,, Ganga Nandaka,Ganga,Apartment
3500,24000000,4,6857,Ready to move,4 BHK Independent Floor,Sector 47,Homes solution,Not approved by RERA,,Outside Socity,Outside,Plot
1850,49000000,3,26486,Under Construction,3 BHK Independent Floor in Adani Brahma Samsara Vilasa,Sector 63,Homes solution,Approved by RERA,, Adani Brahma Samsara Vilasa,Adani,Floor
3000,26600000,3,8883,Ready to move,3 BHK Independent Floor,Sector 50,Corporate Landbase,Not approved by RERA,,Outside Socity,Outside,Plot
2585,49000000,3,18955,Ready to move,3 BHK Apartment in Emaar Digi Homes,Sector 62,Urbankasa,Not approved by RERA,, Emaar Digi Homes,Emaar,Apartment
2500,29100000,4,11640,Ready to move,4 BHK Independent Floor in Raheja Sushant Lok 1 Floors,Sector 43,Ayuni Direct Realty,Not approved by RERA,, Raheja Sushant Lok 1 Floors,Raheja,Floor
2500,57500000,3,23000,Under Construction,3 BHK Apartment in Silverglades Hightown Residences,Sector 28,Bricksblenders,Approved by RERA,, Silverglades Hightown Residences,Silverglades,Apartment
1750,15500000,3,8857,Ready to move,3 BHK Apartment in SS The Coralwood,Sector 84,Homes solution,Not approved by RERA,, SS The Coralwood,SS,Apartment
1800,20000000,3,11111,Ready to move,3 BHK Independent Floor,Sector 41,Today Associates,Not approved by RERA,,Outside Socity,Outside,Plot
1560,14000000,2,8974,Ready to move,2 BHK Independent Floor in BPTP Astaire Garden Floors,Sector 70A,home,Not approved by RERA,, BPTP Astaire Garden Floors,BPTP,Floor
2443,20500000,4,8391,Ready to move,4 BHK Apartment in BPTP Terra,Sector 37D,Property In Gurgaon,Not approved by RERA,, BPTP Terra,BPTP,Apartment
2900,16000000,4,5517,Ready to move,4 BHK Independent Floor in BPTP Astaire Garden Floors,Sector 70A,properties for sale in Gurgaon,Not approved by RERA,, BPTP Astaire Garden Floors,BPTP,Floor
3096,33500000,4,10820,Under Construction,4 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,Sagar,Approved by RERA,, Anant Raj Estate Plots,Anant,Floor
3800,56000000,4,14736,Ready to move,4 BHK Apartment in Tata Raisina Residency,Sector 59,Sagar,Not approved by RERA,, Tata Rais,Tata,Apartment
4500,69000000,4,15333,Under Construction,4 BHK Independent Floor in Emaar Emerald Hill,Sector 65,Sagar,Approved by RERA,, Emaar Emerald Hill,Emaar,Floor
1720,16000000,3,9302,Ready to move,3 BHK Apartment in Emaar Palm Gardens,Sector 83,Keshri Real Tech,Not approved by RERA,, Emaar Palm Gardens,Emaar,Apartment
2051,32500000,3,15845,Ready to move,3 BHK Apartment in Ireo Uptown,Sector 66,Keshri Real Tech,Not approved by RERA,, Ireo Uptown,Ireo,Apartment
2056,41000000,3,19941,Ready to move,3 BHK Apartment in Sweta Estates Central Park Phase 1,Atta,Keshri Real Tech,Not approved by RERA,, Sweta Estates Central Park Phase 1,Sweta,Apartment
2300,24500000,4,10652,Ready to move,4 BHK Apartment in Bestech Park View Altura,Sector 79,Sagar,Not approved by RERA,, Bestech Park View Altura,Bestech,Apartment
2103,29700000,3,14139,Ready to move,3 BHK Apartment in DLF The Ultima,Sector 81,ANGEL BRICKS,Not approved by RERA,, DLF The Ultima,DLF,Apartment
1470,14000000,2,9523,Ready to move,2 BHK Apartment in Godrej Icon,Sector 88A,ANGEL BRICKS,Not approved by RERA,, Godrej Icon,Godrej,Apartment
1508,31500000,2,20888,Ready to move,2 BHK Apartment in Emaar Digi Homes,Sector 62,ANGEL BRICKS,Not approved by RERA,, Emaar Digi Homes,Emaar,Apartment
7196,650000000,6,90327,Ready to move,6 BHK Apartment in DLF Camellias,Sector 42,ANGEL BRICKS,Not approved by RERA,, DLF Camellias,DLF,Apartment
1400,25000000,2,17857,Under Construction,2 BHK Apartment in Smart Smartworld One DXP,Sector 113,Sagar,Approved by RERA,, Smart Smartworld One DXP,Smart,Apartment
1503,21000000,3,13972,Under Construction,3 BHK Independent Floor in MRG Crown,Sector 106,Keshri Real Tech,Approved by RERA,, MRG Crown,MRG,Floor
1359,19000000,3,13980,Under Construction,3 BHK Independent Floor in MRG Crown,Sector 106,ANGEL BRICKS,Approved by RERA,, MRG Crown,MRG,Floor
2150,15500000,3,7209,Ready to move,3 BHK Apartment in Brisk Lumbini Terrace Homes,Sector 109,ANGEL BRICKS,Not approved by RERA,, Brisk Lumb,Brisk,Apartment
1385,15000000,2,10830,Ready to move,2 BHK Apartment in Paras Dews,Sector 106,Gupta Realtors,Not approved by RERA,, Paras Dews,Paras,Apartment
1725,15000000,3,8695,Ready to move,3 BHK Apartment in The Antriksh Heights,Sector 84,Gupta Realtors,Not approved by RERA,, The Antriksh Heights,The,Apartment
3250,43800000,4,13476,Under Construction,4 BHK Apartment in Godrej Zenith,Sector 89,home,Approved by RERA,, Godrej Zenith,Godrej,Apartment
2450,35500000,3,14489,Ready to move,3 BHK Apartment in Puri Emerald Bay,Sector 104,Property In Gurgaon,Not approved by RERA,, Puri Emerald Bay,Puri,Apartment
2577,50000000,4,19402,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,properties for sale in Gurgaon,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
3387,65000000,4,19191,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,GK Realtors,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1100,6800000,2,6181,Ready to move,2 BHK Apartment in Apex Our Homes,Sector 37C,GK Realtors,Not approved by RERA,, Apex Our Homes,Apex,Apartment
1865,15000000,3,8042,Ready to move,3 BHK Apartment in Pareena Express Heights,Sector 99A,GK Realtors,Not approved by RERA,, Pareena Express Heights,Pareena,Apartment
2425,19500000,4,8041,Ready to move,4 BHK Apartment in Pareena Express Heights,Sector 99A,GK Realtors,Not approved by RERA,, Pareena Express Heights,Pareena,Apartment
6500,120000000,5,18461,Ready to move,5 BHK Villa in Tata Raisina Residency,Sector 59,Yoga reality,Not approved by RERA,, Tata Rais,Tata,Villa
2565,51300000,3,20000,Ready to move,3 BHK Apartment in Emaar Digi Homes,Sector 62,Gupta Realtors,Not approved by RERA,, Emaar Digi Homes,Emaar,Apartment
1100,6900000,2,6272,Ready to move,2 BHK Apartment in Apex Our Homes,Sector 37C,Gupta Realtors,Not approved by RERA,, Apex Our Homes,Apex,Apartment
2435,32500000,4,13347,Under Construction,4 BHK Apartment in Godrej Zenith,Sector 89,Keshri Real Tech,Approved by RERA,, Godrej Zenith,Godrej,Apartment
2690,36000000,4,13382,Under Construction,4 BHK Apartment in Godrej Zenith,Sector 89,ANGEL BRICKS,Approved by RERA,, Godrej Zenith,Godrej,Apartment
1789,22000000,3,12297,Ready to move,3 BHK Apartment in Central Park Flower Valley,Sector 33 Sohna,Yoga reality,Not approved by RERA,, Central Park Flower Valley,Central,Apartment
2200,39500000,3,17954,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,GK Realtors,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
2433,41800000,3,17180,Ready to move,3 BHK Apartment in M3M Merlin,Sector 67,GK Realtors,Not approved by RERA,, M3M Merl,M3M,Apartment
2892,69000000,3,23858,Under Construction,3 BHK Apartment in Tulip Monsella,Sector 53,GK Realtors,Approved by RERA,, Tulip Monsella,Tulip,Apartment
3400,36000000,4,10588,Under Construction,4 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,ANGEL BRICKS,Approved by RERA,, Anant Raj Estate Plots,Anant,Floor
4857,64000000,4,13176,Ready to move,4 BHK Apartment in Experion Windchants,Sector 112,ANGEL BRICKS,Not approved by RERA,, Experion W,Experion,Apartment
